date,us_spy_vs_high,us_spy_mom_20d,us_spy_drawdown,us_vix,us_vix_inv,us_vix_zscore,us_10y_yield,us_10y_change_20d,us_vix_spy_corr_20d,tw_taiex_vs_high,tw_taiex_mom_20d,tw_taiex_drawdown,tw_volume_surge,tw_tsmc_vs_high,tw_tsmc_mom_20d,tw_realized_vol_20d,tw_drawdown_velocity,tw_tsmc_taiex_spread,fx_usdjpy_mom_20d,cross_us_tw_corr_60d,cross_gold_spy_ratio
2010-03-15,,0.06895641666680774,0.0,18.0,0.05555555555555555,,3.7039999961853027,0.010999917984008789,-0.6824759984747532,,0.012314946749736988,-0.08639198711199436,0.8361815878117371,,0.011844274321754167,0.22760001091591778,-0.015238949523769696,-0.00047067242798282116,0.0029982968785822184,,1.250569198494206
2010-03-16,,0.06078027069216452,0.0,17.690000534057617,0.05652911078633113,,3.6530001163482666,-0.010999917984008789,-0.7330248610819845,,0.06619718729096258,-0.07912729242736183,0.7505268484534036,,0.043706618414998566,0.1595311486239829,-0.008969824295049889,-0.022490568875964012,0.0005097027829992218,,1.2640434946264596
2010-03-17,,0.06203488500244814,0.0,16.90999984741211,0.05913660609246186,,3.6419999599456787,-0.10000014305114746,-0.7348822028124428,,0.08757905472533789,-0.060913612453481814,1.2494437624068597,,0.054007057248981694,0.16922927245634048,0.00822789454851669,-0.0335719974763562,-0.007106020342034891,,1.2473757155560496
2010-03-18,,0.05526952620226311,-0.00051235202578781,16.6200008392334,0.06016846868258794,,3.671999931335449,-0.13100004196166992,-0.7190554412991051,,0.07136203419876197,-0.05630673004718478,1.4536170953778795,,0.03071666290112529,0.1586061658642339,0.016355233017825266,-0.04064537129763668,-0.016275743514906682,,1.2565561677970254
2010-03-19,,0.04775605658854731,-0.005571090146167967,16.969999313354492,0.05892752153578774,,3.687000036239624,-0.09500002861022949,-0.7445661551426137,,0.061284505857887694,-0.0549221996271303,1.2543227061305526,,0.027397386764685283,0.1562347094203522,0.01789892367016488,-0.03388711909320241,-0.011142716432810507,,1.2393696961567728
2010-03-22,,0.05316716841748104,-0.00025530761962988535,16.8700008392334,0.05927681981345068,,3.6630001068115234,-0.1359999179840088,-0.7389678316895175,,0.036499839500248266,-0.062332791191357595,1.1605091854141905,,0.0,0.15299943403731212,0.024059195920636767,-0.036499839500248266,-0.009809878516725656,,1.2267456990526884
2010-03-23,,0.07361408075304388,0.0,16.350000381469727,0.06116207808370146,,3.680000066757202,-0.010999917984008789,-0.6078559728714262,,0.02822407039821684,-0.0652177749025582,1.2309342122402736,,-0.0033446136825048267,0.153487182984894,0.013909517524803627,-0.031568684080721665,0.002284756477115346,,1.224621380252723
2010-03-24,,0.058664411564263386,-0.004854678779370403,17.549999237060547,0.05698005945711313,,3.8289999961853027,0.13400006294250488,-0.6469772078195869,,0.03891803046724296,-0.0639207124956207,1.2027152903223886,,0.03589758314696834,0.1485435514963878,-0.0030071000421388883,-0.003020447320274622,0.01921820825722942,,1.2076468663527566
2010-03-25,,0.058375218237802784,-0.0064735950775421935,18.399999618530273,0.054347827213698414,,3.9010000228881836,0.2590000629425049,-0.6833912113025199,,0.05535778809473335,-0.062079093053111656,1.0956630498246904,,0.056700922231341044,0.1366704773276038,-0.005772363005926873,0.0013431341366076932,0.03632803816697283,,1.2150766774788329
2010-03-26,,0.05707098050998294,-0.007069615729700884,17.770000457763672,0.056274618696653005,,3.8550000190734863,0.25999999046325684,-0.659030945188467,,0.0592729178413669,-0.057441068060981926,1.1035517379261632,,0.054421589432218864,0.13676499154359933,-0.0025188684338516287,-0.004851328409148037,0.040328001940445946,,1.236414829012415
2010-03-29,,0.05284782749564054,-0.0007665463872263967,17.59000015258789,0.05685048273594683,,3.864000082015991,0.25800013542175293,-0.6823885585012205,,0.048787563244402365,-0.04899412369204059,1.1516130060844636,,0.04362432963585916,0.12518224494750035,0.013338667499317003,-0.005163233608543205,0.03746490499970512,,1.2304259654849068
2010-03-30,0.9999146940050673,0.050654714635993026,-8.530599493272728e-05,17.1299991607666,0.05837711903047449,-1.0146236830882491,3.868000030517578,0.2539999485015869,-0.6586728825319035,,0.047988689354026004,-0.04722670890995806,1.113122405597455,,0.03839729053067176,0.12519475597029506,0.01799106599260014,-0.009591398823354247,0.045977033234981146,,1.220768580286216
2010-03-31,0.9965077157504193,0.04614254816975971,-0.0034922842495807016,17.59000015258789,0.05685048273594683,-0.8499857330644869,3.8329999446868896,0.20799994468688965,-0.6824702585861725,,0.03808095712146775,-0.0522716909571046,1.0889814893556709,,0.024999847624266103,0.12786839886648177,0.011649021538516102,-0.013081109497201648,0.055887963930200346,,1.236060544946062
2010-04-01,1.0,0.0501163273683527,0.0,17.469999313354492,0.05724098679474908,-0.8770720272768334,3.8589999675750732,0.25300002098083496,-0.672322504145602,,0.05856028796717605,-0.04113958960031616,1.3249211356466877,,0.04898631581581436,0.1269898361197506,0.020939503452795494,-0.009573972151361687,0.052602003357755,,1.2424277411128413
2010-04-05,1.0,0.043755563401887576,0.0,17.020000457763672,0.05875440500025663,-1.010170048437456,3.99399995803833,0.312000036239624,-0.5866037526524874,,,,,,,,,,0.04479098175616003,,1.2394256877926935
2010-04-06,1.0,0.04603317439132204,0.0,16.229999542236328,0.06161429625414581,-1.247137071935095,3.9679999351501465,0.25999999046325684,-0.5539555298453862,,0.04217573367043559,-0.03197823548095258,1.184669940733744,,0.035947909682568335,0.11747274855028868,0.017015888211088015,-0.006227823987867254,0.04228294983025904,,1.2380718306603586
2010-04-07,0.9942879782197586,0.03833188002208621,-0.005712021780241439,16.6200008392334,0.06016846868258794,-1.0988620768774624,3.86299991607666,0.16199994087219238,-0.575307157977689,0.97186650079101,0.04519471575355061,-0.028133499208989998,1.1208140043998787,0.9784283620522849,0.035888961444339174,0.11758914534779819,0.01909320970096806,-0.009305754309211434,0.03138053331381352,,1.2615580158572954
2010-04-08,0.9977320188758235,0.037306456653021236,-0.002267981124176477,16.479999542236328,0.060679613335978315,-1.1252506882359947,3.8959999084472656,0.17599987983703613,-0.6427348176417926,0.9641866105811873,0.035803634853076804,-0.035813389418812736,1.3277015466516207,0.959938127438147,0.014657749947859289,0.12296367715386806,0.016458301538291864,-0.021145884905217516,0.030579775220375582,,1.2589915046647944
2010-04-09,1.0,0.03977818175380299,0.0,16.139999389648438,0.06195787099232239,-1.2142080474007078,3.888000011444092,0.1679999828338623,-0.6413933388412278,0.9683065468142595,0.044178614752693024,-0.03169345318574046,0.9883745005072568,0.9661015071408829,0.02117246251370153,0.12143835902124059,0.009446136414575701,-0.023006152238991495,0.028937516236900107,,1.2617691459737257
2010-04-12,1.0,0.0413399606349838,0.0,15.579999923706055,0.06418485268914735,-1.3681382700597606,3.8459999561309814,0.1359999179840088,-0.647447428499372,0.9713842873559699,0.047677327173879736,-0.028615712644030067,1.0609498553642007,0.9722650778554793,0.03782900873740935,0.12115558511353695,0.010987373054523242,-0.009848318436470382,0.031698394287820175,0.10469151637764235,1.2527835787797112
